Pergunta,A,B,C,D,Correta,Imagem,Tema
"99) O cliente adquiriu uma TV 4K com aplicativos de programação que transmitem conteúdos em Ultra HD. Essa TV será conectada via Wi-Fi e além de ser compatível ela recebe com qualidade as 2 redes (2.4 e 5 GHz) disponibilizadas pelo eMTA dual band. Das opções a seguir, qual é adequada para essa instalação?","Conectar a Tv na rede de 2,4 Ghz que sofre menos interferência apesar da banda de transmissão ser menor"," Conectar a Tv na rede de 2,4 Ghz que sofre mais interferência e possui uma banda de transmissão maior", Conectar a Tv na rede de 5 Ghz que sofre mais interferência apesar da banda de transmissão ser maior, Conectar a Tv na rede de 5 Ghz que sofre menos interferência e possui uma banda de transmissão maior,D,
"100) Quando o Cliente possui um sistema de VPN e abre reclamação que parou de funcionar, devemos observar abaixo:",Se o Cliente possui um IP dinâmico e o E-MTA em Bridged, Se o Cliente possui um IP Nateado, Se o Cliente possui um IP Fixo, Se o Cliente possui um IP dinâmico,B,
"101) Sobre o procedimento de Instalação Wi-Fi, selecione a alternativa correta: (Treinamento de 1 Ponto 196 A)",I - Sempre priorize a melhor cobertura de sinal nos cômodos onde o cliente informar que mais utilizará o WI-FI;,"II - A cobertura deve ser garantida em 80% dos cômodos com potência entre -10dBm e -70dBm, nos outros 20% dos cômodos, a cobertura deve estar entre -70dBm e -90dBm","III - Onde não houver cobertura de sinal entre -10dBm e -70dBm, explique ao cliente que nesse cômodo há possibilidade de problemas de navegação ou lentidão na navegação (anote na O.S. essa informação);",lV - Todas as alternativas estão corretas,D,
"102) Dos padrões de redes Wi-Fi abaixo para um Cliente de (1Gbps), qual nos proporciona a maior velocidade da taxa de transmissão? (EAD Procedimentos NET Wi Fi).",ac, g, ax, n,C,
103) Referente as redes 2.4GHZ e 5.8Ghz qual a afirmação abaixo esta correta,A de 2.4Ghz possui menor alcance e maior volume de transmissão WI-FI do que a de 5.8Ghz, A de 2.4Ghz possui o mesmo alcance e volume de transmissão WI-FI do que a de 5.8Ghz, A de 2.4Ghz possui maior alcance e menor volume de transmissão WI-FI do que a de 5.8Ghz, A de 2.4Ghz possui maior alcance e maior volume de transmissão WI-FI do que a de 5.8Ghz,C,
104) Sobre o TNPS e o NPS (Medição de Satisfação do Cliente) assinale abaixo a correta informação.,I. TNPS é referente ao atendimento do Técnico e o NPS é referente a Satisfação do Produto ou Marca,II. TNPS é referente a Satisfação do Produto ou Marca e o NPS é referente ao atendimento do Técnico,Nenhuma das alternativas acima,n.d.a,A,
"105) Dos padrões de criptografia Wi-Fi listados abaixo, qual é considerado o mais seguro? (EAD ETN – WiFi)",RADIUS-PSK, WEP, WPA, WPA2,D,
"106) Complete com a alternativa correta. Um cliente contratou uma velocidade de 60___. Com esta Velocidade ele pode realizar download até 7,5___.", MBps; MBps, MBps; Mbps, Mbps; MBps, Mbps; Mbps,C,
"107) Qual a função do teste de velocidade, ping e Tracert, respectivamente?"," Testa a velocidade, pinga e testa o traço"," Testa a velocidade, verificar o tempo da conexão, traça a rota no mapa"," Testa a velocidade do pacote, vê o tempo da conexão, vê rota somente dentro da NET"," Testa se velocidade está dentro da contratada, testa a latência, faz um ping em todos os computadores no caminho até o endereço de internet desejado",D,
"108) O cliente reclama que em alguns canais de seu decoder HD ele não consegue alterar o volume pelo controle remoto NET, somente com o da TV. O que deve ser feito para solucionar este problema?", Solicitar ao cliente que troque sua TV por uma que tenha entrada HDMI," Configurar o controle remoto universal para controle do áudio da TV, e entregar um novo caso o cliente não possua", Trocar o cabeamento, Instruir cliente sobre este problema que não tem solução,B,
109) Uma aplicação em IPv4 consegue comunicar-se usando o protocolo IPv6?," Não, pois IPv6 não é dinâmico e o IPv4 é"," Não, pois um protocolo não é compatível com o outro"," Sim, pois ambos são protocolos de 32 bits"," Sim, pois são protocolos compatíveis",B,
"110) Um ONT está com o LED TEL1 piscando, porém o telefone está no gancho e cliente reclama que não faz e nem recebe chamadas. Dentre as opções abaixo, qual é o possível defeito?", Cadastro correto na Embratel, Extensões em curto, Saída RJ 45 queimada, Telefone em modo pulse,B,
111) O que significa efetuar um ROLLBACK em clientes com IP Nateado?, A possibilidade do retorno do cliente para o IPv4, É o comando dado para que o assinante receba o IPv6, É uma das etapas de migração para o IPv6, Todas as afirmações acima estão corretas,D,
112) O que é Ponto Ultra?," Um produto que permite ao cliente conectar seus dispositivos a partir do eMTA, por meio de uma conexão de cabo ethernet, em diferentes cômodos de sua casa."," Um produto que utiliza eMTA dual band. Na prática, a conexão da sua casa pode ficar até 5x mais rápida e com muito menos interferências do que rede a convencional.", Um produto que utiliza decodificadores HDNG e 4K nos pontos adicionais., Ponto adicional que utiliza decodificador UHD 4K.,A,
"113) O aplicativo técnico nota 10 possui diversas funções, uma delas é a verificação de TAP / NAP lotado. Assinale a alternativa correta:","A função TAP lotado mostra quais domicilios conectados no TAP / NAP são clientes ativos e inativos, auxiliando no momento da instalação.",A função TAP / NAP lotado ajuda o técnico a medir o sinal de CA e CB no TAP / NAP,A função de TAP / NAP lotado auxilia o técnico no momento do deslocamento para a visita,A função de TAP / NAP lotado auxilia o técnico a medir a velocidade do virtua,A,
"114) Quando o cabo entrar na fachada do domicílio do cliente, é necessário efetuar furo na parede, colocação de bucha de acabamento e realização de pingadeira. Qual o diâmetro da pingadeira?",35cm,15cm,20cm,27cm,B,
"115) Ao acomodar o cabo passado de forma exposta, qual a distância a ser respeitada entre os fixa-fios?",50cm,25cm,19cm,100cm,A,
"116) Ao término do seu atendimento, o cliente realiza uma pesquisa que avalia o seu atendimento. Qual é este indicador?",Revisita,Cumprimento de agenda,TNPS,Pesquisa Claro +,C,
"117) Durante o atendimento ao cliente, é necessário zelar pela ótima experiência do cliente com a nossa atuação. Quais quesitos são fundamentais para encantar o cliente durante o atendimento?",Ética e planejamento,Apresentação pessoal e empatia com o cliente,Testar e explicar todos os produtos instalados,Todas as alternativas,D,
118) Quais são as formas que cliente pode utilizar o auto atendimento pelo Minha Claro Residencial?,Somente Site,"Whatsapp, Site e Aplicativo",Somente aplicativo,Somente Whatsapp,B,
119) Qual a função do controle de qualidade?,Garantir aderência dos processos de instalação para que falhas de execução não impactem a experiência do cliente com os produtos Claro,Apenas apontar as falhas dos instaladores,Mostrar os acertos dos instaladores,,A,
120) Qual aplicativo devemos utilizar para a realização da baixa do serviço e habilitação dos terminais?,Work Assure,OFSC TOA,Autenticador Microsoft,Autenticador Oracle,B,
"121) O Minha Claro Residencial, permite ao cliente realizar várias atividades. Selecione a alternativa correta:",Trocar rede e senha do Wi-Fi,Segunda via de fatura,Abrir visitas técnicas,Todas as alternativas,D,
122) Quais são as etapas do atendimento consultivo?,"Planejamento, sondagem, diagnóstico, atendimento consultivo, encerramento do atendimento","Planejamento, sondagem, atendimento consultivo, encerramento do atendimento","Sondagem, diagnóstico, atendimento consultivo, encerramento do atendimento","Planejamento, sondagem, diagnóstico, encerramento do atendimento",A,
123) O que é o atendimento consultivo?,É um atendimento especializado prestado pela área comercial,É um atendimento de cliente caso crítico,É um atendimento convencional,É uma consultoria técnica focada em entregar a melhor experiência do cliente com os produtos Claro,D,
124) Qual é a meta de revisita de acordo com as métricas do técnico certificado?,Acima de 7%,Abaixo de 7%,Até 10%,Entre 8% e 10%,B,
125) Quais indicadores compõe o título de técnico certificado?,"Revisita, cumprimento de agenda e produtividade","IND4, IND5, IND6 e IND7","IND8, IND9 e INF1",Todos os indicadores do RQUAL,A,
"126) Sobre o Led de sinalização na cor amarela, podemos afirmar:",Os extensores estão se comunicando na rede de 2.4GHz. Aproxime os extensores até obter o Led Azul fixo ou interligue-os via cabo de rede ethernet.,"Os extensores estão se comunicando na rede de 5GHz, e isso é imprescindível para a melhor performance da rede Mesh.",Somente quando o extensor for o 1° ponto da rede mesh ele estará com o led amarelo.,Não há opção para Led amarelo nos extensores,A,
"127) Qual das seguintes opções descreve corretamente a política de instalação dos extensores Wi-Fi Mesh, de acordo com a informação fornecida?",A instalação via cabo de rede é necessária apenas quando os extensores forem instalados com eMTA/ONT diferente de CBN.,"A instalação via cabo de rede é obrigatória em todos os pontos, exceto quando há tubulação obstruída. Nesse caso utilize o código de baixa #477 - Instalação Mesh cabeada, para todas as tarefas de instalação efetuadas com cabo de rede Ethernet.","A instalação via Wi-Fi é sempre preferível em todos os casos. Nesses casos você deve utilizar o código de baixa # 409 - Instalação efetuada, para as tarefas de instalação dos módulos mesh via Wi-Fi.","A instalação via cabo de rede é opcional, independentemente das condições.",B,
"128) Para parear o eMTA CBN com os extensores via WPS, qual o procedimento correto?","1 - Pressione primeiro o botão WPS do extensor por 1 segundo. 2 - Em seguida, com o extensor indicando o Led piscando em vermelho, pressione o botão WPS do eMTA por 5 segundos. 3 - Ao final do processo, se existir uma conexão de qualidade entre os extensores, todos ficarão com o Led Amarelo.","1 - Pressione primeiro o botão WPS do eMTA por 5 segundos. 2 - Em seguida, com o extensor adicional indicando o Led fixo vermelho, pressione o botão WPS por 5 segundos. 3 - Ao final do processo, se existir uma conexão de qualidade entre os extensores, todos ficarão com o Led Azul fixo.","1 - Pressione primeiro o botão WPS do eMTA por 20 segundos. 2- Em seguida, com o extensor indicando o Led vermelho piscando, pressione o botão WPS por 15 segundos. 3 - Ao final do processo, se existir uma conexão de qualidade entre os extensores, todos ficarão com o Led Verde.",Não é possivel parear os extensores com o eMTA CBN via WPS,B,
"129) Diferente de outros modelos de eMTA, o CBN CH8568 pode ser configurado com a função Mesh, atuando como a 1ª célula da rede. A afirmação acima é:",Falsa,Verdadeira,nao se aplica,n.d.a,B,
130) Até quantos extensores podem ser conectados à mesma rede?,8 extensores.,2 extensores.,5 extensores.,4 extensores.,D,
"131) Sobre o Led de sinalização na cor azul fixo, podemos afirmar:",Conexão com qualidade média entre os extensores. Conexão estabelecida entre eles em 2.4GHz com potência superior à -65dBm.,Conexão estabelecida entre eles em 5GHz. Melhor conexão entre os extensores para a performance ideal com potência de até -55dBm.,Falha nas conexões,status de atualização,B,
132) O modelo de comercialização do Mesh CBN AP5541 será no formato:,"O modelo de comercialização do Mesh CBN será no formato Aluguel, ou seja, o cliente paga uma mensalidade para cada extensor instalado e a Claro fica responsável pela assistência e manutenção desses aparelhos","O modelo de comercialização do Mesh CBN será no formato Mercantil, no qual o Cliente compra o equipamento, porém a Claro não fica responsável pela manutenção desses aparelhos.",,,A,
133) Selecione a alternativa correta sobre as vantagens do Wi-Fi Mesh CBN?,"Ampliar a cobertura na casa do cliente, criando uma rede inteligente que determina o melhor ponto de conexão para cada dispositivo.","Ampliar a cobertura do sinal igual um sistema de repetidores, onde o cliente pode se deslocar sem queda do sinal wi-fi.",Criar uma rede com performance melhor do que o cabo ethernet.,Somente ampliar cobertura do sinal.,A,
"134) Para os cenários onde a instalação é com eMTA/ONT de outras marcas, no qual o extensor é a 1° célula da rede mesh, qual o procedimento deve ser adotado?","Deixar o Wi-Fi do eMTA do cliente ativo normalmente, com isso haverá um balanceamento entre as redes, o que é ótimo pra rede mesh.","Desativar o Wi-Fi do eMTA/ONT do cliente, para que o dispositivo acesse à rede Wi-Fi Mesh exclusivamente através dos extensores, além de configurar o extensor principal em modo router.","Configurar as redes Wi-Fi de 2.4GHz e 5GHz com SSID distintos, para que o cliente escolha em qual rede conectar.",Ativar o BandSteering e configurar os extensores como Acess Point.,B,
"135) Para a instalação dos extensores Mesh, a Claro recomenda:","Se a área for de até 60m² podemos instalar dois extensores Wi-Fi mesh, se for 90m² podemos instalar três extensores, ou seja um extensor a cada 30m².","Se a área for de até 150m² podemos instalar um extensor para cada comodo, totalizando três extensores.",Se a área for de até 200m² podemos instalar 02 estensores wi-fi mesh para uma cobertura ideial.,Um extensor é sufuciente para cobrir uma residência de alvenaria.,A,
"136) Sobre a função AUTODESLIGAR nos decodificadores HDNGs, qual é o procedimento mais adequado a ser realizado durante o atendimento?",Desabilitar a função AUTODESLIGAR sem informar o cliente para evitar interrupções no funcionamento do decodificador.,"A função AUTODESLIGAR não deve ser desabilitado e o cliente deve ser informado sobre essa funcionalidade, para que o decodificador sempre fique atualizado com as ultimas versões de software.","Não realizar nenhuma ação em relação à função AUTODESLIGAR, pois isso não afeta o desempenho do equipamento.",Informar ao cliente que a função AUTODESLIGAR é opcional e não necessária para o funcionamento correto do decodificador.,B,
137) A migração do IPv4 para o IPv6 exige que configuremos o e-MTA do cliente em qual modo? (TRILHA IPV6/CGNAT),Bridge,Cable,eMTA,Router,D,
138) O que é o Band Steering?,Band Steering é uma funcionalidade que estimula os dispositivos dos clientes a se conectarem na melhor frequência disponível e compatível no local.,O Band Steering permite apenas a conexão em 5GHz.,O Band Steering permite apenas a conexão em 2.4GHz,O Band steering é a função de desbloqueio dos eMTAs,A,
139) Qual o comando usado no CMD para medir o tempo de resposta da comunicação entre o seu computador e o servidor de destino?,Ipconfig,Ping,Ipconfig/all,Flush DNS,B,
140) Os dispositivos Wi-Fi 6 funcionam com as frequências:,Somente 5GHz,Somente 2.4GHz,2.4GHz e 5GHz,Somente 6GHz,C,
141) A Tecnologia MIMO (Multiple-Input Multiple-Output) já é presente em eMTAs com padrão 802.11ac. O que isso significa comparado aos eMTAs sem essa tecnologia? (Vídeo Aula Freq e Segur das redes Wi-Fi App Conectado),"A tecnologia MIMO permite que o dispositivo do cliente alterne automaticamente entre as redes de 2.4 e 5.8 GHz, equanto os terminais sem essa tecnologia não possui esse recurso.","A tecnologia MIMO permite que o dispositivo do cliente alterne automaticamente entre os canais de transmissão, equanto os terminais sem essa tecnologia não possui esse recurso.","A tecnologia MIMO consegue alcançar maiores taxas de transmissão em redes sem fio, usando várias antenas que transmitem sinais simultâneamente, enquanto os terminais sem essa tecnologia transmite sinal apenas para um dispositivo por vez.","É a tecnologia no qual você configura a largura do canal de transmissão no modo de múltiplas antenas, ou seja automático, para que o Cliente consiga usufruir a sua rede sem fio com a máxima performance e velocidade.",C,
"142) O local de instalação do eMTA é ponto chave para minimizar problemas referente a cobertura do sinal wi-fi na residência do cliente, portanto:","Você deve posicionar o eMTA na cozinha, pois é sempre o lugar em que ficam mais pessoas dentro de uma casa e desde que o sinal esteja em -70dBm não há com o que se preocupar com os demais cômodos.","No ponto mais alto da residência do cliente, ou seja no teto ou sótão, pois assim o sinal se propagará sem interferência ou barreiras. O sinal deve estar entre -70 dBm e -90dBm no ponto que o cliente mais usa.","Você deve posicionar o eMTA no quarto com cobertura entre -10dBm e -70dBm, pois geralmente é onde o cliente estuda ou trabalha. Os demais cômodos podem estar com 20% de cobertura.","Você deve perguntar qual o local em que a família mais usa o Wi-Fi, depois identificar o cômodo central entre os locais informados pelo cliente para que o sinal chegue em pelo menos 80% dos cômodos da casa entre -10dBm e -70dBm.",D,
"143) Sobre o uso da furadeira, existem furos que ficarão expostos ao tempo. Qual das opções abaixo é a correta?","Furar de dentro do cômodo para fora, inclinando a furadeira 15° para baixo, afim de evitar umidade","Furar de dentro do cômodo para fora, inclinando a furadeira 15° para cima, afim de evitar umidade","Furar de dentro do cômodo para fora, deixando a furadeira em ângulo reto, afim de evitar umidade","Furar de fora do cômodo para dentro, inclinando a furadeira 15° para baixo, afim de evitar umidade",A,
"144) Para evitar casos de lentidão devido ao congestionamento dos canais de transmissão que recebem várias redes sem fio ao mesmo tempo, devemos:",Configurar o EMTA / ONT no canal de transmissão 11 que é o menos congestionado.,Realizar testes de potência de sinal usando o Wi-Fi Analyser ou WIFI-MAN e garantir niveis entre -40 á -70 dBM,instalar o eMTA/ONT em um cômodo central da residência.,"Deixar o canal de transmissão em modo automático, e orientar o cliente a sempre dar um boot no eMTA/ONT para que ele procure o canal menos congestionado.",D,
145) O que é o REPLAY TV disponivel nos pacotes com segmentação TOP HD/TOP HD MAX e Claro TV+?,É a nova funcionalidade que finalmente nos permite gravar os títulos do NOW,É a nova funcionalidade que nos permite assistir novamente (REPLAY) toda a programação da Claro,É a nova funcionalidade do Premiere Futebol Clube que nos permite assistir o REPLAY de todo os jogos e gols de todos os campeonatos,"É a nova funcionalidade que permite RECOMEÇAR O EVENTO ATUAL desde o inicio em determinados canais por meio do miniguia, nos canais que possuem o REPLAY TV é possível acessar conteúdos retroativos a até 7 dias.",D,
"146) A técnica Laura está realizando uma W.O de revisita Vítua, onde a reclamação da cliente é que um site específico não está abrindo ou demora muito em seu computador. Para saber a latência entre o computador e o servidor específico, existe algum comando no CMD que a Laura pode utilizar? ",Pode utilizar o comando Flush DNS,Pode utilizar o comando Ipconfig,Pode utilizar o comando Ipconfig/all,Pode utilizar o comando Ping,D,
"147) Ao você inicia o Status ""Em rota"" no TOA, será liberado um código para o Cliente, o que permite um aumento na percepção de segurança aos nossos atendimentos. Para clientes com o APP Meu claro residencial o cliente tem uma visualização através do botão Código de Segurança em acompanhar a visita técnica. Mas e o cliente que não possui o APP instalado? (T1n°257HFC e T1n°31GPON)",O cliente receberá através de um SMS informando o código de segurança,O cliente receberá um e-mail informando o código de segurança,"O cliente não receberá nenhum código, logo não será solicitado pelo cliente",O cliente que não tenha o APP meu claro residencial instalado não deve solicitar o código ao técnico,A,
148) Qual o problema que pode acontecer quando não utilizamos a fonte certa para o equipamento desejado? (Treinamento de 1 PONTO nº95) ,A utilização de uma fonte incorreta só interfere nas transmissões UHF devido interferências harmônicas. De resto o equipamento funciona perfeitamente.," A utilização de uma fonte incorreta não causa problemas ou o mau funcionamento do equipamento, desde que a corrente seja 50% menor."," A utilização de uma fonte incorreta só tem como consequência a mudança na cor do LED do painel frontal, de verde para laranja, não interferindo no funcionamento do decoder em nenhuma hipótese"," A utilização de uma fonte incorreta acarreta no mau funcionamento do equipamento, que dependendo do caso poderá ser seriamente danificado, além de gerar intermitência em alguns casos.",D,
"149) Segundo a Norma Regulamentadora nº 35, Trabalho em Altura, da Portaria MTP nº 4.218/2022, sobre o Sistema de Proteção Individual Contra Quedas (SPIQ), assinale a alternativa INCORRETA ",A inspeção inicial é aquela realizada entre o recebimento e a primeira utilização do SPIQ.," A inspeção periódica deve ser realizada no mínimo uma vez a cada 12 meses, podendo o intervalo entre as inspeções ser reduzido em função do tipo de utilização, frequência de uso ou exposição a agentes agressivos."," Devem ser registradas as inspeções iniciais, periódicas e aquelas rotineiras que tiveram os elementos do SPIQ recusados.", A inspeção rotineira é aquela realizada após o início dos trabalhos.,D,
150) Qual das alternativas NÃO é uma vantagem de utilizar o Wi-Fi em vez de uma conexão cabeada?,Facilidade de instalação: A configuração do Wi-Fi é geralmente mais fácil do que a instalação de cabos Ethernet,"Custo: O Wi-Fi pode ser mais barato do que a instalação de cabos Ethernet, especialmente em casas ou escritórios grandes.","Mobilidade: Você pode se conectar à internet em qualquer lugar da sua casa ou escritório, sem precisar estar preso a um cabo.","Segurança: O Wi-Fi é mais seguro do que uma conexão cabeada, pois os dados são transmitidos sem fio.",D,
"151) O técnico Jonny deve configurar o padrão de transmissão Wi-Fi para rede 2.4 GHZ. Para garantir a compatibilidade com a maioria dos dispositivos que tenham antenas wi-fi, ele deve estar configurar em:",Transmissão MISTA 802.11 g e 802.11n,Transmissão Somente 802.11n,Transmissão Somente 802.11g,"Transmissão MISTA - 802.11 b, 802.11g e 802.11n",D,
152) Observe os seguintes itens e assinale aquele que representa uma medida de segurança de acordo com a Norma Reguladora 35 - Trabalho em Altura.,Realizar treinamentos específicos para trabalhos em altura e utilizar sistemas de ancoragem adequados.,Utilizar uma escada improvisada para acessar locais elevados sem supervisão.,"Desconsiderar as condições meteorológicas ao realizar atividades em altura, como ventos fortes ou chuvas.",Ignorar o uso de equipamentos de proteção individual (EPIs) ao trabalhar em alturas inferiores a 2 metros.,A,
"153) Qual é a principal função da funcionalidade ""Certidão de Atendimento"" no aplicativo Técnico Nota 10?","Realizar a leitura e análise das frequências de canais digitais como Upstream, Downstream, OFDM e OFDMA.",Fornecer relatórios administrativos sobre o desempenho dos técnicos.,Monitorar o uso de dados dos clientes em tempo real.,O número de série do TAP,A,
"154) Na instalação interna, ao passar o cabo por tubulação, é permitido passar junto com rede elétrica?","Não, pois a rede elétrica interfere o sinal do cabo.","Sim, somente em casos de obstrução nos dutos exclusivos de telecomunicação.","Sim, o importante é deixar o cabo protegido na tubulação.",N.D.A,B,
155) Qual o primeiro procedimento antes de iniciar uma instalação GPON?,Passar o cabo interno,Verificar o sinal na NAP,Conectar o modem,Medir a tensão no conector FAST/APC,B,
"156) Na instalação interna, o que deve ser feito se for identificada uma tubulação obstruída?",Perguntar ao cliente se ele aceita a instalação de cabo aparente.,Todas as alternativas estão corretas.,Utilizar a câmera sonda para verificar a obstrução.,Usar a fita guia de aço para tentar desobstruir a tubulação.,B,
"157) Ao efetuar instalação externa, é necessário respeitar a altura mínima na passagem do cabo DROP na travessia de ruas. Qual é a altura mínima?",4m,7m,12m,"5,15m",D,
158) É possível efetuar a medição de níveis de sinal pelo seu próprio smartphone. Basta acessar um site. Qual é o site usado para medição de níveis?,datacenter.virtua.com,niveis.virtua.com.br,sinais.claro.virtua.com,medidordesinal.com.br,B,
159) O que é Downstream  ?,Sinal que a OLT envia para a ONT;,Sinal que a ONT envia para a OLT;,Sinal que o medidor envia para a ONT,Sinal que a ONT envia para o medidor.,A,
160) O que é Upstream?,Sinal que a OLT envia para a ONT;,Sinal que a ONT envia para a OLT;,Sinal que o medidor envia para a ONT;,Sinal que a ONT envia para o medidor.,B,
161) Selecione a alternativa correta sobre as vantagens do Wi-Fi Mesh?,Criar uma rede com performance melhor do que o cabo ethernet.,Somente ampliar cobertura do sinal.,"Ampliar a cobertura na casa do cliente, criando uma rede inteligente que determina o melhor ponto de conexão para cada dispositivo.","Ampliar a cobertura do sinal igual um sistema de repetidores, onde o cliente pode se deslocar com queda do sinal wi-fi",C,
"162) Sabemos que é possível instalar no máximo 4 extensores Wi-Fi Mesh por contrato. No entanto, caso o cliente solicite ou você identifique que a quantidade necessária para uma cobertura satisfatória ultrapassa esse limite, como deve proceder?",Os extensores não devem ser instalados em hipótese alguma. Finalize a ordem de serviço com o código #301 – Tipo de OS incorreta.,"Informe seu líder sobre a necessidade de mais extensores no contrato do cliente. Somente após a liberação, prossiga com a instalação, respeitando o limite máximo de 8 extensores por contrato.",Solicite ao cliente que entre em contato com o suporte técnico para que eles adicionem os extensores ao sistema antes de continuar a instalação.,"Instale os extensores adicionais normalmente, pois o importante é garantir a melhor cobertura para o cliente.",B,
"163) Para acessar a tela de configuração do Wi-Fi Mesh CBN/KAON, para configurá-lo em modo router você deve:",Todas as alternativas estão corretas.,Configurar o IPV4 fixo 192.168.1.100 no celular conectado à rede do extensor.,Segurar o botão WPS por 18 segundos,Segurar o botão WPS por 5 segundos,C,
"164) Na instalação e configuração do modelo ZTE, quando o aplicativo solicitar 'Conta da web' e 'Senha da web', onde encontrar essas informações?",Na criação da rede o aplicativo solicita criação dessa conta.,No site da ZTE é possível criar esse cadastro,Na etiqueta do extensor primário (Master),Na contratação dos equipamentos o cliente recebe um e-mail com as informações da conta criada na ZTE,C,
165) Qual o RSSI minimo entre extensores para o funcionamento ideal na rede mesh?,-55 dBm,-50 dBm,-45 dBm,-75 dBm,A,
166) Qual o aplicativo para instalar os extensores Mesh ZTE H196A?,ZTE Lite,ZLife Lite,ZTE Install Mesh,ZTE Mesh,B,
"167) Após revisar os procedimentos de confecção de conectores ópticos, um técnico constata problema de perda de sinal e alta attenuação. Qual pode ser a principal causa desses problemas?",A fibra óptica foi limpa inadequadamente antes da instalação.,O tipo de conector utilizado é o padrão correto utilizado pela clara par ao cabo.,O técnico utilizou um gabarito não adequado para o tipo de conector já que reproduuiu um gabarito antigo e incompatível com aquele modelo.,A aplicação do adesivo durante a montagem não foi uniforme.,C,
"168) Após finalizar o atendimento, o técnico Paulo informa à Sra. Ana que ele receberá uma pesquisa sobre a qualidade de serviço prestado. Qual deve ser a atitude correta de Paulo sobre a pesquisa TNPS?",Deixar o local e a Sra. Ana à vontade para responder a pesquisa com tranquilidade., Ficar aguardando ao lado da Sra. Ana enquanto ela responde à pesquisa.,"Pedir à Sra. Ana que responda à pesquisa imediatamente, sem sair do local, pois precisa enviar uma foto da nota ao seu coordenador.",Responder à pesquisa no lugar da Sra. Ana para garantir uma avaliação positiva.,A,
"169) O Gravador Virtual pode gravar os programas favoritos do cliente na nuvem, com opções de 200h ou 400h. Com isso:",O conteúdo ficará disponível por tempo indeterminado.,O conteúdo ficará disponível por até 30 dias.,O conteúdo ficará disponível por até 2 anos.,O conteúdo ficará disponível por até 1 ano.,B,
170) Sobre a função Band Steering é correto afirmar:,O recurso deve ser configurado apenas nas instalações de Novos Domicílios e para a Instalação de Banda Larga para clientes da base!,A ativação do recurso está suspensa em todos os serviços.,"Somente nas mudanças de pacote, para velocidades acima de 250Mbps.",O recurso deve ser configurado em todas as manutenções. Nas instalações somente quando houver Mesh.,A,
171) Quando você estiver realizando uma instalação de banda larga agregada com uma OS do Box Claro TV:,"Você também deverá realizar a instalação e configuração do decodificador. Onde a configuração já estiver fraça (abaixo de -55dBm), o Técnico deverá seguir com o atendimento apenas nos soluções WiFi Mesh ou Ponto Ultra ao cliente.",O claro box não é comercializado em operações GPON.,"Mesmo nessa circunstância, o Claro box não deverá ser instalado. O técnico deve informar ao cliente sobre a Auto Instalação e que dentro da caixa o cliente encontrará as instruções.",A instalação e configuração do claro box só deve ocorrer caso o decodificador seja compatível com Alexa.,A,
"172) Caso você se depare com uma WO de Adesão de TV (Principal), exatamente no mesmo local onde já existe um Cliente instalado e ativo, como você deve proceder?",Realize o cancelamento do contrato anterior pelo Cliente na central de atendimento. Em seguida instale os terminais e desconecte os antigos.,"Informe ao cliente que não poderá realizar a instalação devido já existir um contrato instalado no endereço e que ele deve solicitar um ponto adicional, não uma nova adesão.","Realize a instalação somente se o limite não exceder 5 pontos, mesmo se já existir contrato ativo.",Realize a instalação normalmente através de um novo drop e ONT dedicada a esse ponto.,B,
"173) O lançamento de materiais no TOA, é OBRIGATÓRIO para repor de forma assertiva o uso de materiais utilizados. Materiais como cabos pré-conectorizados, fitas e fechos em geral devem:",Não é necessário realizar o lançamento desses itens no TOA.,Ser apontados por unidade e não por metros.,Os materiais são devem ser lançados em caso de Drop Rompido.,Ser apontados por metros e não por unidade.,B,
174) O Técnico Marcelo foi designado para realizar uma instalação em uma NAP de poste. Qual numbering ele deve utilizar e como ele deve ser instalado corretamente?,"Instalando-o na pingadeira, na parte externa da NAP, próximo à saída.","Utilizando um numero universal, sem padrão, e instalando-o na base do poste para identificar o cabo de forma clara.",Instalando-o na parte interna da NAP. Os numeradores são os mesmos usados em Dio e NAP MDU.,,C,
"175) Durante uma instalação, você, como Técnico experiente, está acompanhando um Técnico novo que fixou o cabo drop em um ponto de encapsagem de outra operadora, resultando em uma altura acima de 4 metros na travessa. Essa altura está abaixo da altura mínima padrão de 5,15 metros estabelecida pela Claro. Qual é a ação correta a ser tomada?","Documentar o problema e prosseguir com a instalação, solicitando ajuste posterior por outro técnico.",Substituir o cabo drop por um cabo mais curto para adequar à altura à especificação mínima.,"Realizar a instalação normalmente, pois a altura está dentro dos limites aceitáveis para travessias de rua conforme a prefeitura.","Reequipar o poste para garantir que a altura mínima de 5,15 metros seja alcançada, autorizando o ponto de anchagem para um local apropriado, conforme as diretrizes da Claro.",D,
"176) Sobre o procedimento de configuração da rede Wi-Fi, selecione a alternativa correta:","Não é necessário configurar, oriente o cliente a utilizar o padrão de fábrica. Caso ele esqueça, é só consultar a etiqueta.",A responsabilidade de realizar a configuração Wi‑Fi é do Cliente. Cenário de entrar nas configurações O ONT e setar os parâmetros conforme sua necessidade.,Mantenha o nome de rede e senha conforme o padrão de fábrica e altere somente a senha de configuração de administrador do terminal.,"Em todas as instalações de ONT, é OBRIGATÓRIO alterar o nome de rede (SSID) e senha conforme o padrão de configuração do modem - essa medida evita o risco de acesso não autorizado à rede, roubo de dados e uso indevido da banda larga.",D,
